Year,Region,Data Source,Market Size,Currency
2017,Global,新华三AI医疗平台,84.8,USD
2017,Global,Insitro,23.7,USD
2017,Global,Heidi Health,23.0,USD
2017,Global,Elegen Corp.,4.0,USD
2017,Global,Google Health,72.6,USD
2017,Global,汇医慧影,2.0,USD
2017,Global,医渡云,40.2,USD
2017,Global,Hinge Health,74.5,USD
2017,Global,平安智慧医疗,79.6,USD
2017,Global,SmarterDx,98.5,USD
2017,Global,BenevolentAI,36.9,USD
2017,Global,蓝帆医疗AI,73.4,USD
2017,Global,Praxis EMR,35.9,USD
2017,Global,Microsoft Healthcare,32.4,USD
2017,Global,Hinge Health,39.0,USD
2017,Global,IBM Watson Health,11.4,USD
2017,Global,Color Health,88.5,USD
2017,Global,Augmedix,20.8,USD
2018,Global,Grand View Research,145.7,USD
2018,Global,MarketsandMarkets,144.4,USD
2018,Global,Statista,152.9,USD
2018,Global,Lyra Health,23.3,USD
2018,Global,SmarterDx,53.5,USD
2018,Global,国家统计局,62.0,USD
2018,Global,森浦医疗AI平台,124.7,USD
2018,Global,前瞻产业研究院,107.0,USD
2018,Global,Regard,12.1,USD
2018,Global,艾瑞咨询,117.1,USD
2018,Global,森亿智能,48.0,USD
2018,Global,Livara Health,42.5,USD
2018,Global,平安智慧医疗,92.8,USD
2018,Global,Lyra Health,39.8,USD
2018,Global,艾瑞咨询,45.2,USD
2018,Global,Microsoft Healthcare,34.1,USD
2018,Global,Exscientia,12.4,USD
2018,Global,医渡云,19.8,USD
2018,Global,Forward,58.0,USD
2018,Global,Angle Health,16.4,USD
2018,Global,鹰瞳科技,50.8,USD
2018,Global,Lyra Health,34.5,USD
2018,Global,SmarterDx,58.7,USD
2018,Global,Siemens Healthineers,39.1,USD
2018,Global,新华三AI医疗平台,71.4,USD
2018,Global,Cleerly,65.5,USD
2019,Global,Grand View Research,138.8,USD
2019,Global,MarketsandMarkets,147.7,USD
2019,Global,Statista,149.8,USD
2019,Global,鹰瞳科技,59.4,USD
2019,Global,Insitro,58.2,USD
2019,Global,Owkin,73.5,USD
2019,Global,Eleos Health,19.8,USD
2019,Global,Element5,43.0,USD
2019,Global,森浦医疗AI平台,4.4,USD
2019,Global,Infinitus,32.1,USD
2019,Global,Arterys,55.2,USD
2019,Global,Lyra Health,15.3,USD
2019,Global,深睿医疗,15.3,USD
2019,Global,Butterfly Network,56.1,USD
2019,Global,SAS,27.5,USD
2019,Global,Element5,47.5,USD
2019,Global,ScienceDirect,2.0,USD
2019,Global,Vizzia Technologies,21.5,USD
2019,Global,汇医慧影,51.2,USD
2019,Global,CKGSB Knowledge,43.5,USD
2019,Global,Google Health,62.9,USD
2019,Global,平安智慧医疗,107.1,USD
2019,Global,Healx,51.7,USD
2019,Global,Daxue Consulting,58.6,USD
2019,Global,Daxue Consulting,62.8,USD
2019,Global,Optum Analytics,65.0,USD
2019,Global,Arterys,61.1,USD
2019,Global,平安智慧医疗,24.1,USD
2019,Global,SmarterDx,37.3,USD
2019,Global,Livara Health,25.9,USD
2019,Global,Siemens Healthineers,47.4,USD
2019,Global,Atomwise,81.4,USD
2019,Global,SmarterDx,72.9,USD
2019,Global,鹰瞳科技,56.2,USD
2019,Global,Atomwise,106.8,USD
2019,Global,数坤科技,68.5,USD
2019,Global,Arterys,0.0,USD
2019,Global,Cleerly,27.8,USD
2019,Global,新华三AI医疗平台,55.5,USD
2020,Global,Grand View Research,152.7,USD
2020,Global,MarketsandMarkets,150.2,USD
2020,Global,Statista,146.5,USD
2020,Global,艾瑞咨询,30.7,USD
2020,Global,Google Health,49.1,USD
2020,Global,Viz.ai,30.4,USD
2020,Global,Digital Diagnostics,23.0,USD
2020,Global,汇医慧影,37.8,USD
2020,Global,Hinge Health,40.7,USD
2020,Global,Praxis EMR,89.1,USD
2020,Global,BenchSci,100.0,USD
2020,Global,Lyra Health,46.7,USD
2020,Global,Philips Healthcare,52.1,USD
2020,Global,Quibim,57.7,USD
2020,Global,Forward,84.3,USD
2020,Global,华大智造,3.5,USD
2020,Global,Microsoft Healthcare,44.6,USD
2020,Global,蓝帆医疗AI,1.1,USD
2020,Global,Google Health,33.9,USD
2020,Global,鹰瞳科技,22.8,USD
2020,Global,华大智造,56.0,USD
2020,Global,华大智造,91.9,USD
2021,Global,Grand View Research,130.5,USD
2021,Global,MarketsandMarkets,130.5,USD
2021,Global,Statista,130.5,USD
2021,Global,Heidi Health,9.0,USD
2021,Global,Infinitus,71.6,USD
2021,Global,CodaMetrix,53.0,USD
2021,Global,Lyra Health,26.0,USD
2021,Global,HMNC Brain Health,64.0,USD
2021,Global,GE Healthcare,80.9,USD
2021,Global,GE Healthcare,30.1,USD
2021,Global,Color Health,23.5,USD
2021,Global,Owkin,63.3,USD
2021,Global,阿里健康,11.1,USD
2021,Global,Vizzia Technologies,41.2,USD
2021,Global,Hinge Health,62.3,USD
2021,Global,Digital Diagnostics,57.4,USD
2021,Global,蓝帆医疗AI,39.5,USD
2021,Global,Infinitus,20.4,USD
2021,Global,SmarterDx,49.8,USD
2021,Global,Butterfly Network,28.5,USD
2021,Global,Forward,53.4,USD
2022,Global,Grand View Research,140.4,USD
2022,Global,MarketsandMarkets,143.1,USD
2022,Global,Statista,132.5,USD
2022,Global,Augmedix,43.8,USD
2022,Global,依图科技,54.0,USD
2022,Global,Hinge Health,27.8,USD
2022,Global,前瞻产业研究院,18.2,USD
2022,Global,Infinitus,6.3,USD
2022,Global,科亚医疗,81.8,USD
2022,Global,GE Healthcare,70.6,USD
2022,Global,BenchSci,21.7,USD
2022,Global,Praxis EMR,76.2,USD
2022,Global,Praxis EMR,52.6,USD
2022,Global,Microsoft Healthcare,38.1,USD
2022,Global,Regard,67.8,USD
2022,Global,Insitro,65.9,USD
2022,Global,Eleos Health,67.2,USD
2022,Global,ScienceDirect,38.2,USD
2023,Global,Grand View Research,146.0,USD
2023,Global,MarketsandMarkets,146.0,USD
2023,Global,Statista,146.0,USD
2023,Global,Quibim,33.9,USD
2023,Global,Elegen Corp.,61.3,USD
2023,Global,艾瑞咨询,61.5,USD
2023,Global,Atomwise,93.2,USD
2023,Global,Color Health,46.2,USD
2023,Global,Forward,62.6,USD
2023,Global,艾瑞咨询,29.5,USD
2023,Global,ScienceDirect,56.7,USD
2023,Global,Google Health,47.0,USD
2023,Global,Infinitus,25.4,USD
2023,Global,HMNC Brain Health,78.2,USD
2023,Global,Chordline Health中国信通院,27.7,USD
2023,Global,Chordline Health中国信通院,41.1,USD
2023,Global,Arterys,32.0,USD
2023,Global,HMNC Brain Health,53.7,USD
2023,Global,Hinge Health,24.7,USD
2023,Global,推想科技,73.1,USD
2023,Global,BenchSci,76.7,USD
2023,Global,Eleos Health,25.2,USD
2023,Global,CodaMetrix,20.8,USD
2023,Global,艾瑞咨询,26.2,USD
2023,Global,SimpleTherapy,52.7,USD
2023,Global,腾讯觅影,57.7,USD
2024,Global,Grand View Research,185.5,USD
2024,Global,MarketsandMarkets,190.9,USD
2024,Global,Statista,186.3,USD
2024,Global,腾讯觅影,110.4,USD
2024,Global,Causaly,51.9,USD
2024,Global,CKGSB Knowledge,85.8,USD
2024,Global,Angle Health,147.2,USD
2024,Global,观研报告网,140.7,USD
2024,Global,Color Health,28.7,USD
2024,Global,Optum Analytics,50.6,USD
2024,Global,Google Health,37.1,USD
2024,Global,阿里健康,45.0,USD
2024,Global,Siemens Healthineers,86.3,USD
2024,Global,平安智慧医疗,57.6,USD
2024,Global,前瞻产业研究院,2.9,USD
2024,Global,前瞻产业研究院,80.7,USD
2024,Global,CodaMetrix,78.7,USD
2024,Global,蓝帆医疗AI,98.7,USD
2024,Global,Element5,47.1,USD
2024,Global,Lyra Health,33.6,USD
2024,Global,GE Healthcare,137.4,USD
2024,Global,Atomwise,83.7,USD
2024,Global,ScienceDirect,44.6,USD
2024,Global,迈瑞医疗,80.6,USD
2024,Global,阿里健康,72.7,USD
2024,Global,迈瑞医疗,72.4,USD
2015,India,CRISIL,2.9,USD
2015,India,India Brand Equity Foundation,2.9,USD
2015,India,NASSCOM,3.0,USD
2015,India,Fathom,1.1,USD
2015,India,Arcadia,1.3,USD
2015,India,腾讯觅影,0.9,USD
2015,India,Insitro,0.5,USD
2015,India,Eleos Health,0.6,USD
2015,India,森亿智能,0.3,USD
2015,India,鹰瞳科技,1.6,USD
2015,India,ZOE,0.6,USD
2015,India,Element5,0.8,USD
2015,India,Intelligencia AI,2.1,USD
2015,India,SmarterDx,1.1,USD
2015,India,前瞻产业研究院,1.1,USD
2015,India,联影智能,1.6,USD
2015,India,前瞻产业研究院,0.4,USD
2016,India,CRISIL,3.0,USD
2016,India,India Brand Equity Foundation,2.9,USD
2016,India,NASSCOM,3.0,USD
2016,India,Optum Analytics,0.4,USD
2016,India,BenchSci,0.3,USD
2016,India,PathAI,0.4,USD
2016,India,迈瑞医疗,0.2,USD
2016,India,Fathom,1.3,USD
2016,India,GE Healthcare,1.2,USD
2016,India,Eleos Health,0.9,USD
2016,India,森亿智能,1.4,USD
2016,India,Everly Health,1.4,USD
2016,India,数坤科技,0.1,USD
2016,India,Atomwise,0.6,USD
2016,India,Viz.ai,1.3,USD
2016,India,汇医慧影,0.2,USD
2016,India,艾瑞咨询,0.5,USD
2016,India,SmarterDx,0.4,USD
2016,India,Everly Health,0.3,USD
2016,India,Eleos Health,0.8,USD
2016,India,Optum Analytics,1.1,USD
2016,India,Color Health,0.8,USD
2016,India,新华三AI医疗平台,0.6,USD
2016,India,Viz.ai,1.9,USD
2016,India,数坤科技,0.7,USD
2016,India,汇医慧影,1.3,USD
2016,India,BenchSci,0.2,USD
2016,India,Infinitus,1.5,USD
2016,India,Quris-AI,0.4,USD
2016,India,BenevolentAI,0.7,USD
2017,India,CRISIL,3.2,USD
2017,India,India Brand Equity Foundation,3.2,USD
2017,India,NASSCOM,3.2,USD
2017,India,SimpleTherapy,1.6,USD
2017,India,Quibim,0.2,USD
2017,India,Healx,1.3,USD
2017,India,蓝帆医疗AI,0.5,USD
2017,India,联影智能,0.8,USD
2017,India,观研报告网,0.7,USD
2017,India,蓝帆医疗AI,1.3,USD
2017,India,SimpleTherapy,1.0,USD
2017,India,医渡云,0.2,USD
2017,India,Vizzia Technologies,0.9,USD
2017,India,Regard,1.3,USD
2017,India,汇医慧影,1.3,USD
2017,India,深睿医疗,2.1,USD
2017,India,Butterfly Network,1.2,USD
2017,India,Microsoft Healthcare,0.9,USD
2017,India,GE Healthcare,0.3,USD
2018,India,CRISIL,3.2,USD
2018,India,India Brand Equity Foundation,3.5,USD
2018,India,NASSCOM,3.5,USD
2018,India,CodaMetrix,0.6,USD
2018,India,Lyra Health,0.0,USD
2018,India,Atomwise,1.3,USD
2018,India,Digital Diagnostics,1.7,USD
2018,India,森亿智能,2.3,USD
2018,India,华大智造,0.6,USD
2018,India,Viz.ai,0.1,USD
2018,India,Philips Healthcare,2.5,USD
2018,India,Heidi Health,0.8,USD
2018,India,Daxue Consulting,0.8,USD
2018,India,Philips Healthcare,1.3,USD
2018,India,观研报告网,0.3,USD
2018,India,深睿医疗,1.4,USD
2018,India,Infinitus,0.8,USD
2018,India,深睿医疗,0.2,USD
2018,India,Optum Analytics,0.7,USD
2018,India,Everly Health,1.1,USD
2018,India,BenchSci,1.7,USD
2018,India,腾讯觅影,1.0,USD
2018,India,Atomwise,1.2,USD
2018,India,腾讯觅影,0.4,USD
2018,India,PathAI,0.3,USD
2018,India,华大智造,0.3,USD
2018,India,Heidi Health,1.3,USD
2018,India,Causaly,0.2,USD
2019,India,CRISIL,3.4,USD
2019,India,India Brand Equity Foundation,3.6,USD
2019,India,NASSCOM,3.3,USD
2019,India,Chordline Health中国信通院,1.3,USD
2019,India,Augmedix,0.6,USD
2019,India,Vizzia Technologies,0.9,USD
2019,India,鹰瞳科技,0.3,USD
2019,India,Microsoft Healthcare,0.9,USD
2019,India,Insitro,0.0,USD
2019,India,Insitro,0.6,USD
2019,India,Google Health,0.1,USD
2019,India,迈瑞医疗,1.8,USD
2019,India,Hinge Health,1.1,USD
2019,India,Atomwise,1.2,USD
2019,India,汇医慧影,0.4,USD
2019,India,阿里健康,0.9,USD
2019,India,BenchSci,0.4,USD
2019,India,Augmedix,0.9,USD
2019,India,Philips Healthcare,1.6,USD
2019,India,Quibim,0.9,USD
2019,India,国家统计局,0.7,USD
2019,India,Eleos Health,1.0,USD
2019,India,HMNC Brain Health,0.6,USD
2019,India,SmarterDx,1.4,USD
2019,India,Microsoft Healthcare,1.2,USD
2019,India,Viz.ai,1.6,USD
2019,India,Healx,0.9,USD
2019,India,Vizzia Technologies,0.5,USD
2019,India,医渡云,2.0,USD
2019,India,Element5,0.6,USD
2020,India,CRISIL,3.4,USD
2020,India,India Brand Equity Foundation,3.6,USD
2020,India,NASSCOM,3.4,USD
2020,India,平安智慧医疗,1.6,USD
2020,India,Everly Health,0.3,USD
2020,India,Owkin,0.5,USD
2020,India,医渡云,0.3,USD
2020,India,Augmedix,1.1,USD
2020,India,BenevolentAI,1.1,USD
2020,India,HMNC Brain Health,2.0,USD
2020,India,Optum Analytics,1.1,USD
2020,India,Regard,1.2,USD
2020,India,Daxue Consulting,0.8,USD
2020,India,Praxis EMR,2.7,USD
2020,India,蓝帆医疗AI,2.2,USD
2020,India,鹰瞳科技,1.1,USD
2020,India,深睿医疗,1.5,USD
2020,India,Vizzia Technologies,2.5,USD
2020,India,Fathom,1.2,USD
2020,India,新华三AI医疗平台,1.1,USD
2020,India,Forward,1.0,USD
2020,India,森亿智能,0.6,USD
2020,India,平安智慧医疗,1.1,USD
2020,India,SAS,0.4,USD
2020,India,Insitro,0.2,USD
2020,India,Google Health,1.5,USD
2020,India,Atomwise,1.1,USD
2020,India,阿里健康,0.6,USD
2020,India,BenchSci,2.0,USD
2021,India,CRISIL,3.0,USD
2021,India,India Brand Equity Foundation,3.0,USD
2021,India,NASSCOM,3.0,USD
2021,India,PathAI,1.2,USD
2021,India,Infinitus,0.5,USD
2021,India,联影智能,1.2,USD
2021,India,华大智造,0.3,USD
2021,India,BenchSci,0.8,USD
2021,India,Lyra Health,1.3,USD
2021,India,Hinge Health,1.3,USD
2021,India,SAS,1.0,USD
2021,India,PathAI,0.7,USD
2021,India,Daxue Consulting,0.9,USD
2021,India,Infinitus,1.7,USD
2021,India,Chordline Health中国信通院,0.2,USD
2021,India,Infinitus,1.2,USD
2021,India,Livara Health,0.6,USD
2021,India,Forward,0.5,USD
2021,India,观研报告网,2.1,USD
2021,India,鹰瞳科技,1.0,USD
2021,India,Fathom,1.0,USD
2021,India,Vizzia Technologies,0.8,USD
2021,India,腾讯觅影,1.3,USD
2022,India,CRISIL,3.2,USD
2022,India,India Brand Equity Foundation,3.2,USD
2022,India,NASSCOM,3.4,USD
2022,India,Microsoft Healthcare,1.0,USD
2022,India,Exscientia,1.0,USD
2022,India,Augmedix,1.0,USD
2022,India,Lyra Health,0.3,USD
2022,India,SAS,0.0,USD
2022,India,国家统计局,1.0,USD
2022,India,医渡云,2.1,USD
2022,India,Arcadia,1.0,USD
2022,India,CKGSB Knowledge,0.9,USD
2022,India,Fathom,2.1,USD
2022,India,Arterys,1.6,USD
2022,India,Angle Health,2.3,USD
2022,India,Elegen Corp.,0.5,USD
2022,India,Elegen Corp.,1.6,USD
2022,India,Owkin,0.7,USD
2022,India,深睿医疗,1.1,USD
2022,India,Lyra Health,0.4,USD
2022,India,Owkin,0.5,USD
2022,India,Google Health,0.9,USD
2023,India,CRISIL,3.2,USD
2023,India,India Brand Equity Foundation,3.2,USD
2023,India,NASSCOM,3.2,USD
2023,India,平安智慧医疗,0.4,USD
2023,India,BenchSci,0.9,USD
2023,India,Praxis EMR,1.9,USD
2023,India,ScienceDirect,1.3,USD
2023,India,推想科技,0.8,USD
2023,India,CodaMetrix,1.8,USD
2023,India,推想科技,0.4,USD
2023,India,森浦医疗AI平台,0.0,USD
2023,India,国家统计局,2.0,USD
2023,India,鹰瞳科技,0.7,USD
2023,India,Elegen Corp.,0.1,USD
2023,India,GE Healthcare,1.5,USD
2023,India,Regard,1.8,USD
2023,India,SAS,0.6,USD
2023,India,Everly Health,0.3,USD
2023,India,BenchSci,1.0,USD
2023,India,SimpleTherapy,0.9,USD
2023,India,艾瑞咨询,0.2,USD
2023,India,Optum Analytics,1.7,USD
2023,India,森浦医疗AI平台,2.4,USD
2023,India,前瞻产业研究院,2.4,USD
2023,India,数坤科技,1.3,USD
2023,India,Infinitus,0.6,USD
2023,India,Augmedix,0.8,USD
2023,India,Arcadia,1.7,USD
2023,India,Microsoft Healthcare,2.3,USD
2023,India,Lyra Health,2.0,USD
2023,India,Google Health,1.5,USD
2023,India,依图科技,1.5,USD
2024,India,CRISIL,4.6,USD
2024,India,India Brand Equity Foundation,4.4,USD
2024,India,NASSCOM,4.6,USD
2024,India,Heidi Health,1.1,USD
2024,India,Insitro,1.6,USD
2024,India,Arcadia,1.3,USD
2024,India,依图科技,0.8,USD
2024,India,Butterfly Network,0.4,USD
2024,India,Causaly,0.4,USD
2024,India,BenevolentAI,3.5,USD
2024,India,Amazon Health,0.1,USD
2024,India,前瞻产业研究院,2.2,USD
2024,India,SimpleTherapy,2.0,USD
2024,India,Heidi Health,0.4,USD
2024,India,迈瑞医疗,0.8,USD
2024,India,Forward,0.8,USD
2024,India,SmarterDx,1.3,USD
2024,India,鹰瞳科技,1.8,USD
2024,India,深睿医疗,2.5,USD
2024,India,依图科技,1.1,USD
2024,India,Angle Health,3.6,USD
2024,India,Quris-AI,1.7,USD
2024,India,Optum Analytics,1.3,USD
2024,India,数坤科技,1.0,USD
2024,India,Microsoft Healthcare,0.8,USD
2024,India,观研报告网,0.8,USD
2024,India,BenevolentAI,0.1,USD
2024,India,Arcadia,1.4,USD
2024,India,CKGSB Knowledge,1.6,USD
2024,India,Causaly,0.7,USD
2024,India,迈瑞医疗,0.1,USD
2024,India,Forward,1.7,USD
2024,India,Digital Diagnostics,2.7,USD
2024,India,蓝帆医疗AI,1.9,USD
2024,India,阿里健康,1.8,USD
2024,India,Viz.ai,1.9,USD
2024,India,IBM Watson Health,0.3,USD
2024,India,Cleerly,1.7,USD
2024,India,Owkin,0.5,USD
2024,India,鹰瞳科技,2.8,USD
2024,India,推想科技,1.3,USD
2015,USA,CDC,65.2,USD
2015,USA,Frost & Sullivan,62.0,USD
2015,USA,IBISWorld,62.1,USD
2015,USA,森浦医疗AI平台,13.8,USD
2015,USA,鹰瞳科技,10.1,USD
2015,USA,Livara Health,22.6,USD
2015,USA,数坤科技,32.1,USD
2015,USA,Chordline Health中国信通院,32.2,USD
2015,USA,Elegen Corp.,9.1,USD
2015,USA,Arcadia,4.1,USD
2015,USA,Causaly,28.7,USD
2015,USA,观研报告网,16.3,USD
2015,USA,Philips Healthcare,13.1,USD
2015,USA,Livara Health,34.9,USD
2015,USA,Daxue Consulting,27.6,USD
2015,USA,推想科技,2.6,USD
2015,USA,ZOE,3.1,USD
2015,USA,GE Healthcare,9.3,USD
2015,USA,Livara Health,10.8,USD
2015,USA,Infinitus,1.0,USD
2015,USA,BenevolentAI,47.7,USD
2015,USA,腾讯觅影,18.9,USD
2015,USA,Eleos Health,22.4,USD
2015,USA,Insitro,9.0,USD
2015,USA,ScienceDirect,10.5,USD
2015,USA,Intelligencia AI,14.4,USD
2015,USA,Forward,14.3,USD
2016,USA,CDC,63.5,USD
2016,USA,Frost & Sullivan,60.1,USD
2016,USA,IBISWorld,66.1,USD
2016,USA,Atomwise,27.8,USD
2016,USA,PathAI,11.1,USD
2016,USA,Atomwise,20.4,USD
2016,USA,Causaly,14.7,USD
2016,USA,Optum Analytics,16.7,USD
2016,USA,Heidi Health,5.3,USD
2016,USA,Elegen Corp.,33.0,USD
2016,USA,Cleerly,24.8,USD
2016,USA,Lyra Health,14.7,USD
2016,USA,GE Healthcare,25.7,USD
2016,USA,Digital Diagnostics,1.3,USD
2016,USA,ZOE,7.8,USD
2016,USA,腾讯觅影,32.6,USD
2016,USA,PathAI,8.1,USD
2016,USA,前瞻产业研究院,12.4,USD
2016,USA,CodaMetrix,5.7,USD
2016,USA,BenchSci,32.9,USD
2016,USA,Atomwise,21.4,USD
2016,USA,Color Health,17.1,USD
2016,USA,国家统计局,17.8,USD
2016,USA,BenchSci,27.5,USD
2016,USA,Eleos Health,3.7,USD
2016,USA,森浦医疗AI平台,30.0,USD
2016,USA,腾讯觅影,19.4,USD
2016,USA,Everly Health,14.2,USD
2016,USA,Causaly,18.0,USD
2017,USA,CDC,61.9,USD
2017,USA,Frost & Sullivan,63.6,USD
2017,USA,IBISWorld,62.4,USD
2017,USA,BenevolentAI,28.0,USD
2017,USA,Regard,5.4,USD
2017,USA,观研报告网,41.0,USD
2017,USA,汇医慧影,31.0,USD
2017,USA,Quris-AI,21.2,USD
2017,USA,Elegen Corp.,23.2,USD
2017,USA,Siemens Healthineers,15.9,USD
2017,USA,深睿医疗,20.2,USD
2017,USA,科亚医疗,14.7,USD
2017,USA,艾瑞咨询,16.9,USD
2017,USA,Element5,9.4,USD
2017,USA,森浦医疗AI平台,22.4,USD
2017,USA,科亚医疗,33.2,USD
2017,USA,Chordline Health中国信通院,16.3,USD
2017,USA,Heidi Health,37.6,USD
2017,USA,深睿医疗,11.8,USD
2017,USA,CKGSB Knowledge,25.7,USD
2018,USA,CDC,68.2,USD
2018,USA,Frost & Sullivan,66.4,USD
2018,USA,IBISWorld,63.3,USD
2018,USA,Butterfly Network,31.9,USD
2018,USA,阿里健康,23.8,USD
2018,USA,SimpleTherapy,1.0,USD
2018,USA,Quibim,9.6,USD
2018,USA,Element5,0.1,USD
2018,USA,Arterys,27.0,USD
2018,USA,前瞻产业研究院,16.4,USD
2018,USA,平安智慧医疗,18.4,USD
2018,USA,Digital Diagnostics,8.5,USD
2018,USA,SmarterDx,11.1,USD
2018,USA,依图科技,23.0,USD
2018,USA,Philips Healthcare,20.7,USD
2018,USA,深睿医疗,11.9,USD
2018,USA,Quibim,18.3,USD
2018,USA,汇医慧影,15.2,USD
2018,USA,Viz.ai,33.3,USD
2018,USA,Color Health,14.6,USD
2018,USA,阿里健康,37.7,USD
2018,USA,联影智能,11.3,USD
2018,USA,艾瑞咨询,0.3,USD
2018,USA,Chordline Health中国信通院,12.8,USD
2018,USA,SmarterDx,36.4,USD
2019,USA,CDC,63.9,USD
2019,USA,Frost & Sullivan,64.1,USD
2019,USA,IBISWorld,65.2,USD
2019,USA,Butterfly Network,3.3,USD
2019,USA,Insitro,15.5,USD
2019,USA,PathAI,33.5,USD
2019,USA,汇医慧影,4.1,USD
2019,USA,Element5,25.0,USD
2019,USA,前瞻产业研究院,25.1,USD
2019,USA,Daxue Consulting,22.0,USD
2019,USA,BenchSci,18.3,USD
2019,USA,艾瑞咨询,11.4,USD
2019,USA,Heidi Health,17.7,USD
2019,USA,国家统计局,27.4,USD
2019,USA,推想科技,2.3,USD
2019,USA,Quris-AI,17.8,USD
2019,USA,Forward,8.9,USD
2019,USA,Vizzia Technologies,10.2,USD
2019,USA,国家统计局,7.0,USD
2019,USA,观研报告网,24.5,USD
2019,USA,Optum Analytics,4.2,USD
2019,USA,ScienceDirect,20.8,USD
2019,USA,新华三AI医疗平台,2.7,USD
2019,USA,数坤科技,0.5,USD
2020,USA,CDC,66.8,USD
2020,USA,Frost & Sullivan,61.4,USD
2020,USA,IBISWorld,64.3,USD
2020,USA,艾瑞咨询,38.4,USD
2020,USA,迈瑞医疗,21.9,USD
2020,USA,Color Health,13.2,USD
2020,USA,Vizzia Technologies,33.8,USD
2020,USA,蓝帆医疗AI,27.1,USD
2020,USA,SmarterDx,27.7,USD
2020,USA,Arterys,11.9,USD
2020,USA,SAS,28.5,USD
2020,USA,Amazon Health,25.1,USD
2020,USA,Intelligencia AI,15.3,USD
2020,USA,Augmedix,18.7,USD
2020,USA,阿里健康,7.9,USD
2020,USA,前瞻产业研究院,3.8,USD
2020,USA,Lyra Health,14.3,USD
2020,USA,Owkin,14.9,USD
2020,USA,联影智能,18.0,USD
2020,USA,Amazon Health,5.0,USD
2020,USA,森亿智能,0.0,USD
2020,USA,SmarterDx,29.2,USD
2020,USA,前瞻产业研究院,17.5,USD
2020,USA,森浦医疗AI平台,27.9,USD
2020,USA,Elegen Corp.,19.5,USD
2020,USA,阿里健康,24.6,USD
2020,USA,观研报告网,9.7,USD
2021,USA,CDC,56.1,USD
2021,USA,Frost & Sullivan,56.1,USD
2021,USA,IBISWorld,56.1,USD
2021,USA,Optum Analytics,11.2,USD
2021,USA,Causaly,16.8,USD
2021,USA,鹰瞳科技,21.0,USD
2021,USA,推想科技,5.6,USD
2021,USA,Hinge Health,26.5,USD
2021,USA,新华三AI医疗平台,14.4,USD
2021,USA,SAS,11.4,USD
2021,USA,艾瑞咨询,1.6,USD
2021,USA,森亿智能,21.2,USD
2021,USA,SmarterDx,15.2,USD
2021,USA,汇医慧影,8.1,USD
2021,USA,Google Health,26.3,USD
2021,USA,Heidi Health,19.2,USD
2021,USA,迈瑞医疗,7.7,USD
2021,USA,Hinge Health,14.5,USD
2021,USA,HMNC Brain Health,28.0,USD
2021,USA,华大智造,20.5,USD
2021,USA,Color Health,5.9,USD
2021,USA,依图科技,0.7,USD
2021,USA,森亿智能,38.9,USD
2021,USA,数坤科技,5.1,USD
2021,USA,Owkin,13.8,USD
2021,USA,推想科技,1.7,USD
2021,USA,华大智造,4.2,USD
2021,USA,Vizzia Technologies,27.0,USD
2021,USA,Augmedix,12.3,USD
2021,USA,Praxis EMR,4.2,USD
2021,USA,Digital Diagnostics,16.9,USD
2021,USA,Elegen Corp.,21.0,USD
2022,USA,CDC,62.4,USD
2022,USA,Frost & Sullivan,56.5,USD
2022,USA,IBISWorld,58.6,USD
2022,USA,深睿医疗,6.7,USD
2022,USA,Vizzia Technologies,14.3,USD
2022,USA,医渡云,13.7,USD
2022,USA,PathAI,4.4,USD
2022,USA,Optum Analytics,14.8,USD
2022,USA,迈瑞医疗,22.1,USD
2022,USA,Healx,12.1,USD
2022,USA,Eleos Health,45.4,USD
2022,USA,Quris-AI,10.2,USD
2022,USA,Elegen Corp.,19.2,USD
2022,USA,Eleos Health,26.3,USD
2022,USA,Heidi Health,39.4,USD
2022,USA,PathAI,48.5,USD
2022,USA,Quris-AI,20.8,USD
2022,USA,Google Health,43.1,USD
2022,USA,汇医慧影,18.9,USD
2022,USA,Daxue Consulting,2.0,USD
2022,USA,腾讯觅影,14.7,USD
2022,USA,Praxis EMR,36.7,USD
2022,USA,Livara Health,13.7,USD
2022,USA,推想科技,21.2,USD
2022,USA,阿里健康,8.1,USD
2022,USA,Viz.ai,21.4,USD
2023,USA,CDC,58.0,USD
2023,USA,Frost & Sullivan,58.0,USD
2023,USA,IBISWorld,58.0,USD
2023,USA,CKGSB Knowledge,21.4,USD
2023,USA,Exscientia,22.3,USD
2023,USA,科亚医疗,4.9,USD
2023,USA,平安智慧医疗,29.0,USD
2023,USA,CKGSB Knowledge,10.7,USD
2023,USA,Atomwise,6.0,USD
2023,USA,SAS,19.1,USD
2023,USA,Owkin,22.7,USD
2023,USA,迈瑞医疗,29.8,USD
2023,USA,Fathom,22.8,USD
2023,USA,Philips Healthcare,19.8,USD
2023,USA,Arterys,22.8,USD
2023,USA,Daxue Consulting,20.9,USD
2023,USA,Quris-AI,31.5,USD
2024,USA,CDC,70.5,USD
2024,USA,Frost & Sullivan,72.5,USD
2024,USA,IBISWorld,72.3,USD
2024,USA,BenchSci,17.7,USD
2024,USA,Fathom,4.7,USD
2024,USA,Microsoft Healthcare,9.2,USD
2024,USA,Fathom,28.9,USD
2024,USA,Everly Health,33.8,USD
2024,USA,IBM Watson Health,26.3,USD
2024,USA,阿里健康,7.5,USD
2024,USA,BenevolentAI,32.6,USD
